Shipment_ID,Order_Date,Origin_City,Destination_City,Distance_KM,Weight_KG,Vehicle_Type,Product_Category,Weather,Fuel_Cost_INR,Promised_Days,Actual_Days,Delivery_Status
SC10496,2025-01-04,Delhi,Delhi,458.9,911.09,Heavy Truck,Pharma,Rain,1432.1,1,6.0,Delayed
SC10497,2025-01-16,Chennai,Bengaluru,269.3,582.93,Mini Truck,Pharma,Clear,4366.4,7,4.0,On-Time
SC10498,2025-10-07,Hyderabad,Delhi,255.8,248.96,Mini Truck,Furniture,Clear,3843.04,1,3.0,Delayed
SC10499,2025-12-02,Chennai,Hyderabad,89.8,64.11,Heavy Truck,Groceries,Clear,733.02,7,1.0,On-Time
SC10500,2025-09-04,Delhi,Mumbai,296.6,27.27,Van,Pharma,Clear,5563.51,1,3.0,Delayed
SC10501,2025-09-15,Hyderabad,Bengaluru,84.1,232.89,Bike,Apparel,Clear,3417.05,4,2.0,On-Time
SC10502,2025-06-09,Hyderabad,Delhi,614.4,837.47,Van,Apparel,Rain,1613.7,3,7.0,Delayed
SC10503,2025-12-06,Chennai,Mumbai,773.2,395.41,Van,Apparel,Fog,1356.81,1,7.0,Delayed
SC10504,2025-06-01,Delhi,Mumbai,776.2,684.46,Heavy Truck,Electronics,Rain,945.3,6,7.0,Delayed
SC10505,2025-06-27,Mumbai,Bengaluru,692.7,872.41,Mini Truck,Electronics,Clear,2634.13,4,6.0,Delayed
SC10506,2025-06-12,Delhi,Delhi,482.6,387.93,Bike,Apparel,Fog,942.91,2,6.0,Delayed
SC10507,2025-02-02,Bengaluru,Mumbai,562.2,182.12,Mini Truck,Furniture,Rain,2582.53,1,5.0,Delayed
SC10508,2025-06-28,Mumbai,Mumbai,231.7,491.5,Van,Furniture,Fog,1020.31,7,4.0,On-Time
SC10509,2025-04-11,Hyderabad,Chennai,506.5,862.73,Van,Electronics,Clear,3992.32,4,5.0,Delayed
SC10510,2025-09-25,Mumbai,Mumbai,367.2,764.25,Mini Truck,Apparel,Rain,4743.67,5,5.0,On-Time
SC10511,2025-11-19,Hyderabad,Chennai,388.2,63.01,Mini Truck,Furniture,Clear,3364.71,2,4.0,Delayed
SC10512,2025-03-06,Hyderabad,Delhi,607.4,658.1,Heavy Truck,Electronics,Clear,4128.33,3,5.0,Delayed
SC10513,2025-06-17,Mumbai,Delhi,229.1,543.52,Mini Truck,Apparel,Storm,5639.52,1,4.0,Delayed
SC10514,2025-11-26,Hyderabad,Delhi,257.8,862.14,Mini Truck,Groceries,Clear,3884.47,1,4.0,Delayed
SC10515,2025-02-12,Hyderabad,Hyderabad,740.1,116.8,Heavy Truck,Apparel,Clear,2280.33,4,5.0,Delayed
SC10516,2025-02-13,Bengaluru,Delhi,49.7,507.57,Mini Truck,Apparel,Fog,2779.46,3,2.0,On-Time
SC10517,2025-10-12,Delhi,Mumbai,391.1,835.55,Van,Pharma,Clear,5184.07,5,5.0,On-Time
SC10518,2025-01-12,Delhi,Bengaluru,730.7,389.82,Mini Truck,Pharma,Fog,914.71,2,7.0,Delayed
SC10519,2025-04-05,Bengaluru,Chennai,490.2,458.15,Bike,Groceries,Rain,2055.56,6,4.0,On-Time
SC10520,2025-10-29,Mumbai,Hyderabad,439.4,67.4,Van,Groceries,Clear,3527.09,3,4.0,Delayed
SC10521,2025-09-10,Chennai,Delhi,203.5,264.6,Heavy Truck,Apparel,Clear,4106.88,1,2.0,Delayed
SC10522,2025-08-30,Chennai,Delhi,277.9,308.62,Van,Furniture,Rain,4616.47,4,4.0,On-Time
SC10523,2025-02-04,Chennai,Bengaluru,682.4,897.89,Heavy Truck,Groceries,Clear,2011.51,5,6.0,Delayed
SC10524,2025-08-03,Bengaluru,Bengaluru,449.6,268.89,Bike,Apparel,Fog,1003.28,4,5.0,Delayed
SC10525,2025-12-03,Bengaluru,Hyderabad,414.2,438.09,Bike,Electronics,Fog,5735.81,2,4.0,Delayed
SC10526,2025-03-31,Hyderabad,Chennai,84.2,637.9,Van,Pharma,Clear,596.89,7,1.0,On-Time
SC10527,2025-09-21,Chennai,Delhi,17.7,154.49,Mini Truck,Furniture,Clear,710.46,7,1.0,On-Time
SC10528,2025-04-03,Mumbai,Hyderabad,771.1,462.38,Van,Apparel,Fog,3045.41,3,7.0,Delayed
SC10529,2025-03-31,Mumbai,Mumbai,304.7,701.74,Van,Electronics,Clear,4942.74,4,4.0,On-Time
SC10530,2025-04-25,Chennai,Mumbai,484.6,823.58,Bike,Pharma,Clear,4680.85,6,5.0,On-Time
SC10531,2025-04-15,Chennai,Hyderabad,68.4,595.13,Heavy Truck,Electronics,Rain,5635.54,6,4.0,On-Time
SC10532,2025-07-15,Chennai,Delhi,548.1,635.77,Van,Apparel,Fog,978.38,7,5.0,On-Time
SC10533,2025-11-10,Bengaluru,Hyderabad,746.4,120.41,Mini Truck,Groceries,Rain,2348.0,7,6.0,On-Time
SC10534,2025-04-24,Bengaluru,Delhi,462.7,898.51,Bike,Pharma,Clear,1800.53,4,4.0,On-Time
SC10535,2025-03-16,Bengaluru,Bengaluru,,,Van,Electronics,,,1,3.0,Delayed
SC10536,2025-08-05,Delhi,Hyderabad,467.5,736.05,Van,Groceries,Rain,3006.87,4,6.0,Delayed
SC10537,2025-10-04,Mumbai,Delhi,614.2,251.94,Mini Truck,Furniture,Fog,307.06,5,7.0,Delayed
SC10538,2025-09-06,Mumbai,Hyderabad,328.1,886.95,Van,Apparel,Storm,4291.59,3,6.0,Delayed
SC10539,2025-06-13,Hyderabad,Hyderabad,704.5,684.1,Van,Apparel,Clear,2423.88,2,6.0,Delayed
SC10540,2025-12-23,Bengaluru,Delhi,520.7,716.25,Van,Pharma,Rain,3257.21,6,6.0,On-Time
SC10541,2025-07-11,Delhi,Delhi,719.9,208.5,Van,Electronics,Storm,5378.66,4,7.0,Delayed
SC10542,2025-08-15,Delhi,Chennai,500.7,421.17,Mini Truck,Furniture,Clear,1651.92,5,4.0,On-Time
SC10543,2025-06-26,Mumbai,Hyderabad,109.4,587.11,Van,Pharma,Clear,1555.55,7,2.0,On-Time
SC10544,2025-04-09,Bengaluru,Mumbai,251.2,731.59,Van,Pharma,Fog,1689.68,6,4.0,On-Time
SC10545,2025-02-05,Hyderabad,Hyderabad,165.4,99.21,Van,Electronics,Clear,2127.93,6,2.0,On-Time
SC10546,2025-04-06,Bengaluru,Hyderabad,727.5,914.27,Bike,Furniture,Clear,778.02,2,6.0,Delayed
SC10547,2025-06-01,Chennai,Delhi,609.5,845.76,Mini Truck,Electronics,Clear,4228.74,6,6.0,On-Time
SC10548,2025-05-31,Bengaluru,Hyderabad,542.7,257.2,Bike,Apparel,Clear,1363.28,5,5.0,On-Time
SC10549,2025-07-09,Chennai,Hyderabad,244.3,781.71,Bike,Groceries,Clear,5567.95,6,3.0,On-Time
SC10550,2025-08-12,Chennai,Mumbai,151.3,492.65,Mini Truck,Apparel,Clear,1411.76,6,3.0,On-Time
SC10551,2025-02-06,Hyderabad,Delhi,606.4,438.99,Bike,Apparel,Storm,1645.51,4,8.0,Delayed
SC10552,2025-09-25,Mumbai,Hyderabad,382.0,299.06,Bike,Pharma,Rain,1887.57,4,4.0,On-Time
SC10553,2025-07-02,Bengaluru,Bengaluru,184.5,552.13,Bike,Apparel,Rain,4645.95,7,4.0,On-Time
SC10554,2025-01-13,Chennai,Chennai,495.2,693.53,Mini Truck,Furniture,Clear,2651.5,3,6.0,Delayed
SC10555,2025-10-06,Bengaluru,Mumbai,37.1,390.68,Van,Apparel,Rain,4943.11,1,3.0,Delayed
SC10556,2025-08-05,Mumbai,Hyderabad,264.3,597.94,Heavy Truck,Furniture,Rain,4741.39,5,4.0,On-Time
SC10557,2025-12-21,Mumbai,Bengaluru,377.5,664.5,Heavy Truck,Electronics,Rain,5587.52,1,4.0,Delayed
SC10558,2025-12-27,Delhi,Hyderabad,,,Mini Truck,Pharma,,,1,2.0,Delayed
SC10559,2025-10-13,Mumbai,Hyderabad,787.8,49.84,Heavy Truck,Furniture,Clear,453.68,6,5.0,On-Time
SC10560,2025-09-30,Hyderabad,Delhi,171.2,816.83,Mini Truck,Apparel,Rain,5048.1,7,4.0,On-Time
SC10561,2025-03-03,Chennai,Delhi,108.6,435.61,Mini Truck,Pharma,Rain,5637.72,2,2.0,On-Time
SC10562,2025-03-25,Delhi,Delhi,166.8,249.66,Heavy Truck,Pharma,Rain,5963.08,2,3.0,Delayed
SC10563,2025-08-05,Hyderabad,Bengaluru,616.4,230.06,Bike,Furniture,Clear,882.82,6,5.0,On-Time
SC10564,2025-12-08,Bengaluru,Hyderabad,343.3,459.12,Van,Furniture,Clear,3737.65,7,3.0,On-Time
SC10565,2025-07-06,Chennai,Chennai,454.5,842.55,Heavy Truck,Groceries,Rain,1316.83,5,5.0,On-Time
SC10566,2025-01-19,Mumbai,Mumbai,21.7,359.74,Heavy Truck,Groceries,Clear,1685.68,1,2.0,Delayed
SC10567,2025-06-26,Chennai,Delhi,32.4,712.36,Heavy Truck,Pharma,Rain,4511.67,3,3.0,On-Time
SC10568,2025-04-10,Bengaluru,Delhi,359.4,92.43,Heavy Truck,Groceries,Storm,5869.36,7,5.0,On-Time
SC10569,2025-08-21,Delhi,Hyderabad,654.2,452.52,Mini Truck,Apparel,Rain,3629.9,1,6.0,Delayed
SC10570,2025-03-17,Delhi,Hyderabad,708.8,942.11,Mini Truck,Electronics,Clear,5125.92,2,6.0,Delayed
SC10571,2025-09-22,Delhi,Bengaluru,73.9,732.03,Van,Pharma,Clear,201.97,1,1.0,On-Time
SC10572,2025-10-11,Mumbai,Bengaluru,433.0,200.4,Van,Electronics,Rain,364.3,4,5.0,Delayed
SC10573,2025-07-25,Hyderabad,Delhi,,,Heavy Truck,Groceries,,,4,7.0,Delayed
SC10574,2025-08-11,Hyderabad,Hyderabad,313.4,222.33,Heavy Truck,Furniture,Clear,2425.55,3,3.0,On-Time
SC10575,2025-02-21,Chennai,Chennai,664.5,389.38,Heavy Truck,Pharma,Clear,5355.08,5,5.0,On-Time
SC10576,2025-12-05,Mumbai,Mumbai,111.3,741.19,Van,Groceries,Clear,1916.59,1,2.0,Delayed
SC10577,2025-05-24,Delhi,Hyderabad,,,Heavy Truck,Apparel,,,4,7.0,Delayed
SC10578,2025-03-10,Delhi,Hyderabad,602.4,217.08,Bike,Pharma,Rain,3238.27,5,5.0,On-Time
SC10579,2025-04-09,Bengaluru,Bengaluru,753.4,876.15,Van,Pharma,Storm,1747.28,7,7.0,On-Time
SC10580,2025-01-25,Bengaluru,Mumbai,542.9,563.14,Bike,Furniture,Clear,5464.69,7,5.0,On-Time
SC10581,2025-02-22,Delhi,Delhi,293.9,361.24,Heavy Truck,Pharma,Rain,2867.52,4,4.0,On-Time
SC10582,2025-05-31,Delhi,Hyderabad,750.9,477.09,Mini Truck,Furniture,Clear,2631.31,5,5.0,On-Time
SC10583,2025-05-24,Mumbai,Delhi,224.1,575.02,Bike,Groceries,Clear,5121.06,5,3.0,On-Time
SC10584,2025-02-26,Hyderabad,Hyderabad,269.1,532.12,Van,Apparel,Rain,1975.07,4,4.0,On-Time
SC10585,2025-02-08,Bengaluru,Delhi,562.1,462.34,Bike,Apparel,Clear,4932.17,6,5.0,On-Time
SC10586,2025-04-19,Hyderabad,Mumbai,613.4,479.93,Van,Pharma,Clear,865.3,2,5.0,Delayed
SC10587,2025-06-30,Mumbai,Bengaluru,,,Heavy Truck,Pharma,,,5,6.0,Delayed
SC10588,2025-02-11,Delhi,Mumbai,167.8,772.19,Bike,Groceries,Clear,5712.42,7,3.0,On-Time
SC10589,2025-07-05,Hyderabad,Chennai,639.4,514.9,Mini Truck,Furniture,Clear,5078.32,6,6.0,On-Time
SC10590,2025-08-11,Delhi,Bengaluru,592.1,124.96,Bike,Apparel,Clear,2419.21,1,4.0,Delayed
SC10591,2025-05-02,Delhi,Mumbai,55.7,727.97,Mini Truck,Furniture,Clear,3884.97,6,3.0,On-Time
SC10592,2025-05-13,Chennai,Chennai,312.8,885.86,Van,Groceries,Fog,5666.38,4,5.0,Delayed
SC10593,2025-06-12,Hyderabad,Hyderabad,229.8,899.97,Heavy Truck,Apparel,Clear,1389.37,6,4.0,On-Time
SC10594,2025-08-03,Hyderabad,Hyderabad,247.1,350.88,Heavy Truck,Apparel,Rain,495.21,2,3.0,Delayed
SC10595,2025-08-09,Delhi,Delhi,786.4,129.17,Mini Truck,Electronics,Clear,3294.19,4,5.0,Delayed
SC10596,2025-08-23,Mumbai,Bengaluru,516.0,492.72,Van,Groceries,Clear,984.19,3,5.0,Delayed
SC10597,2025-11-27,Chennai,Hyderabad,575.6,107.42,Heavy Truck,Groceries,Clear,1245.82,1,3.0,Delayed
SC10598,2025-05-26,Delhi,Bengaluru,781.4,887.32,Van,Electronics,Fog,5365.5,7,7.0,On-Time
SC10599,2025-08-27,Bengaluru,Hyderabad,304.9,174.81,Mini Truck,Furniture,Clear,193.31,3,2.0,On-Time
SC10600,2025-03-17,Bengaluru,Delhi,642.5,240.5,Mini Truck,Electronics,Rain,4928.4,6,5.0,On-Time
SC10601,2025-01-09,Chennai,Mumbai,350.5,386.6,Bike,Groceries,Clear,3174.16,5,3.0,On-Time
SC10602,2025-03-15,Mumbai,Delhi,696.3,364.31,Heavy Truck,Furniture,Storm,3421.87,6,7.0,Delayed
SC10603,2025-09-10,Delhi,Chennai,148.6,755.03,Heavy Truck,Apparel,Rain,4079.84,7,4.0,On-Time
SC10604,2025-08-18,Hyderabad,Hyderabad,758.4,433.77,Bike,Electronics,Rain,2673.95,7,6.0,On-Time
SC10605,2025-01-07,Chennai,Chennai,178.9,162.64,Mini Truck,Furniture,Fog,826.33,5,4.0,On-Time
SC10606,2025-06-23,Mumbai,Chennai,264.3,254.22,Mini Truck,Furniture,Rain,751.5,3,3.0,On-Time
SC10607,2025-05-21,Hyderabad,Bengaluru,606.2,483.9,Mini Truck,Furniture,Rain,4563.02,3,5.0,Delayed
SC10608,2025-06-17,Bengaluru,Hyderabad,318.0,140.51,Mini Truck,Electronics,Clear,1443.06,5,3.0,On-Time
SC10609,2025-06-19,Bengaluru,Chennai,488.5,581.27,Van,Apparel,Clear,314.39,2,5.0,Delayed
SC10610,2025-10-10,Hyderabad,Mumbai,358.4,537.68,Heavy Truck,Furniture,Rain,5880.74,1,5.0,Delayed
SC10611,2025-05-02,Chennai,Chennai,595.2,679.11,Heavy Truck,Electronics,Clear,5885.29,4,4.0,On-Time
SC10612,2025-07-13,Bengaluru,Mumbai,186.5,890.85,Mini Truck,Groceries,Clear,2362.13,3,3.0,On-Time
SC10613,2025-01-05,Delhi,Bengaluru,,,Mini Truck,Electronics,,,1,3.0,Delayed
SC10614,2025-01-29,Hyderabad,Chennai,243.4,898.8,Mini Truck,Electronics,Clear,4404.5,4,4.0,On-Time
SC10615,2025-06-14,Hyderabad,Delhi,382.1,232.86,Heavy Truck,Electronics,Rain,5011.42,6,5.0,On-Time
SC10616,2025-12-05,Bengaluru,Bengaluru,138.6,125.42,Heavy Truck,Furniture,Clear,881.33,4,2.0,On-Time
SC10617,2025-05-16,Chennai,Mumbai,287.1,287.51,Mini Truck,Electronics,Storm,942.43,3,6.0,Delayed
SC10618,2025-12-31,Delhi,Bengaluru,323.0,850.38,Van,Groceries,Fog,4960.01,2,5.0,Delayed
SC10619,2025-11-17,Chennai,Chennai,50.6,923.46,Bike,Furniture,Fog,5543.16,2,4.0,Delayed
SC10620,2025-12-08,Mumbai,Hyderabad,468.7,816.43,Bike,Groceries,Clear,4775.92,1,5.0,Delayed
SC10621,2025-05-25,Mumbai,Hyderabad,708.1,104.96,Bike,Pharma,Clear,1324.36,6,5.0,On-Time
SC10622,2025-11-23,Bengaluru,Mumbai,125.6,900.08,Heavy Truck,Electronics,Storm,2557.4,1,5.0,Delayed
SC10623,2025-08-05,Bengaluru,Mumbai,480.3,402.48,Heavy Truck,Furniture,Fog,3664.93,5,6.0,Delayed
SC10624,2025-10-28,Bengaluru,Hyderabad,533.5,9.34,Bike,Furniture,Rain,1087.72,2,4.0,Delayed
SC10625,2025-05-12,Mumbai,Mumbai,338.4,420.55,Bike,Electronics,Clear,1382.02,1,3.0,Delayed
SC10626,2025-10-19,Chennai,Bengaluru,562.4,44.24,Van,Apparel,Clear,1804.88,5,4.0,On-Time
SC10627,2025-03-11,Chennai,Delhi,331.5,516.91,Heavy Truck,Apparel,Rain,3130.65,6,4.0,On-Time
SC10628,2025-09-09,Bengaluru,Delhi,406.2,321.96,Heavy Truck,Groceries,Clear,3138.21,7,4.0,On-Time
SC10629,2025-10-02,Delhi,Bengaluru,10.8,450.03,Bike,Electronics,Rain,4913.62,4,2.0,On-Time
SC10630,2025-12-30,Chennai,Delhi,554.9,582.71,Van,Electronics,Rain,4555.11,1,6.0,Delayed
SC10631,2025-07-01,Mumbai,Chennai,,,Van,Pharma,,,5,6.0,Delayed
SC10632,2025-06-16,Hyderabad,Bengaluru,35.5,628.98,Bike,Apparel,Clear,5022.48,2,2.0,On-Time
SC10633,2025-04-01,Hyderabad,Mumbai,297.8,412.63,Bike,Apparel,Clear,1635.18,4,3.0,On-Time
SC10634,2025-07-21,Hyderabad,Bengaluru,783.3,778.55,Heavy Truck,Electronics,Storm,2088.09,1,9.0,Delayed
SC10635,2025-12-12,Delhi,Hyderabad,339.5,860.35,Bike,Groceries,Rain,3077.48,2,5.0,Delayed
SC10636,2025-01-19,Bengaluru,Mumbai,404.0,114.21,Mini Truck,Electronics,Rain,233.49,7,4.0,On-Time
SC10637,2025-02-08,Mumbai,Hyderabad,728.4,505.57,Van,Groceries,Rain,5437.83,4,5.0,Delayed
SC10638,2025-05-06,Delhi,Mumbai,575.2,270.64,Bike,Apparel,Rain,409.41,3,6.0,Delayed
SC10639,2025-06-22,Mumbai,Delhi,467.7,45.18,Mini Truck,Pharma,Rain,2036.28,2,6.0,Delayed
SC10640,2025-05-21,Mumbai,Bengaluru,639.3,635.29,Van,Furniture,Clear,3479.67,3,5.0,Delayed
SC10641,2025-08-30,Bengaluru,Chennai,692.2,819.7,Mini Truck,Apparel,Clear,3179.37,6,6.0,On-Time
SC10642,2025-08-08,Hyderabad,Mumbai,368.2,155.18,Mini Truck,Groceries,Clear,3978.59,1,3.0,Delayed
SC10643,2025-05-06,Bengaluru,Mumbai,382.7,771.89,Bike,Electronics,Clear,3235.99,7,3.0,On-Time
SC10644,2025-02-27,Delhi,Hyderabad,311.9,810.8,Van,Apparel,Clear,1489.66,5,3.0,On-Time
SC10645,2025-05-28,Delhi,Delhi,773.5,868.67,Mini Truck,Pharma,Clear,1326.31,1,7.0,Delayed
SC10646,2025-11-13,Delhi,Hyderabad,559.2,252.39,Heavy Truck,Groceries,Fog,5457.4,2,6.0,Delayed
SC10647,2025-12-27,Bengaluru,Hyderabad,71.2,858.8,Van,Electronics,Clear,1694.21,3,2.0,On-Time
SC10648,2025-01-01,Mumbai,Delhi,691.1,304.97,Heavy Truck,Furniture,Clear,1793.72,3,5.0,Delayed
SC10649,2025-12-14,Mumbai,Chennai,387.0,524.94,Bike,Groceries,Clear,2565.77,4,5.0,Delayed
SC10650,2025-07-09,Chennai,Hyderabad,59.7,48.46,Heavy Truck,Electronics,Rain,965.71,1,2.0,Delayed
SC10651,2025-07-10,Delhi,Hyderabad,442.0,42.17,Van,Furniture,Clear,3117.55,1,3.0,Delayed
SC10652,2025-11-08,Mumbai,Mumbai,336.6,684.49,Mini Truck,Electronics,Clear,4040.44,2,3.0,Delayed
SC10653,2025-04-27,Chennai,Delhi,702.8,422.53,Mini Truck,Furniture,Clear,4748.1,3,5.0,Delayed
SC10654,2025-05-14,Mumbai,Bengaluru,,,Van,Furniture,,,2,3.0,Delayed
SC10655,2025-02-27,Delhi,Chennai,662.0,181.3,Mini Truck,Furniture,Storm,1013.67,2,7.0,Delayed
SC10656,2025-02-13,Hyderabad,Chennai,448.4,636.62,Heavy Truck,Electronics,Storm,2817.99,6,6.0,On-Time
SC10657,2025-06-22,Delhi,Delhi,48.4,0.88,Mini Truck,Furniture,Clear,375.73,3,2.0,On-Time
SC10658,2025-06-09,Bengaluru,Mumbai,777.6,765.69,Mini Truck,Groceries,Rain,254.12,2,6.0,Delayed
SC10659,2025-06-22,Mumbai,Mumbai,412.5,75.75,Heavy Truck,Pharma,Clear,2724.76,3,3.0,On-Time
SC10660,2025-11-13,Mumbai,Delhi,236.2,182.32,Heavy Truck,Pharma,Clear,1629.82,2,2.0,On-Time
SC10661,2025-10-30,Bengaluru,Mumbai,378.2,367.23,Heavy Truck,Furniture,Clear,4147.66,5,3.0,On-Time
SC10662,2025-05-29,Bengaluru,Chennai,687.0,460.87,Bike,Pharma,Clear,4386.81,2,5.0,Delayed
SC10663,2025-03-21,Hyderabad,Chennai,247.4,337.57,Heavy Truck,Pharma,Rain,5388.11,2,4.0,Delayed
SC10664,2025-08-01,Mumbai,Bengaluru,158.2,305.02,Heavy Truck,Furniture,Clear,4599.99,7,2.0,On-Time
SC10665,2025-07-22,Mumbai,Delhi,107.6,915.74,Bike,Furniture,Clear,432.23,5,3.0,On-Time
SC10666,2025-09-09,Hyderabad,Hyderabad,241.8,609.68,Mini Truck,Groceries,Clear,2323.99,1,3.0,Delayed
SC10667,2025-08-17,Chennai,Hyderabad,625.1,22.75,Heavy Truck,Apparel,Clear,1747.19,3,5.0,Delayed
SC10668,2025-06-13,Hyderabad,Bengaluru,379.9,408.95,Van,Electronics,Rain,2408.87,7,4.0,On-Time
SC10669,2025-08-15,Delhi,Bengaluru,185.8,831.32,Heavy Truck,Furniture,Rain,1086.44,4,4.0,On-Time
SC10670,2025-05-27,Mumbai,Mumbai,137.1,286.73,Heavy Truck,Furniture,Rain,721.57,5,4.0,On-Time
SC10671,2025-01-20,Bengaluru,Bengaluru,,,Bike,Pharma,,,7,4.0,On-Time
SC10672,2025-02-16,Delhi,Bengaluru,752.2,720.59,Van,Groceries,Clear,4364.23,1,7.0,Delayed
SC10673,2025-08-21,Mumbai,Hyderabad,277.7,575.91,Mini Truck,Pharma,Clear,4256.18,2,3.0,Delayed
SC10674,2025-11-01,Hyderabad,Mumbai,,,Mini Truck,Furniture,,,6,8.0,Delayed
SC10675,2025-01-14,Delhi,Bengaluru,,,Van,Furniture,,,1,6.0,Delayed
SC10676,2025-05-23,Mumbai,Bengaluru,147.4,133.9,Heavy Truck,Pharma,Rain,3170.52,5,3.0,On-Time
SC10677,2025-01-01,Chennai,Mumbai,713.5,591.61,Bike,Furniture,Clear,4195.69,6,5.0,On-Time
SC10678,2025-02-23,Chennai,Delhi,371.0,197.83,Van,Apparel,Clear,430.36,2,3.0,Delayed
SC10679,2025-09-16,Bengaluru,Mumbai,569.2,479.11,Van,Electronics,Clear,4302.89,1,4.0,Delayed
SC10680,2025-05-24,Mumbai,Hyderabad,787.1,517.87,Mini Truck,Electronics,Fog,3555.88,4,7.0,Delayed
SC10681,2025-01-12,Chennai,Delhi,44.9,269.69,Bike,Electronics,Rain,1308.94,3,2.0,On-Time
SC10682,2025-11-26,Hyderabad,Chennai,81.9,901.03,Van,Apparel,Fog,436.99,3,4.0,Delayed
SC10683,2025-08-12,Mumbai,Mumbai,577.8,800.42,Bike,Furniture,Rain,784.89,5,7.0,Delayed
SC10684,2025-09-29,Hyderabad,Hyderabad,229.1,686.39,Heavy Truck,Pharma,Clear,3219.44,7,3.0,On-Time
SC10685,2025-12-24,Hyderabad,Delhi,151.5,74.56,Mini Truck,Groceries,Clear,4586.69,2,2.0,On-Time
SC10686,2025-06-05,Chennai,Mumbai,36.3,101.27,Heavy Truck,Furniture,Clear,2107.75,2,2.0,On-Time
SC10687,2025-01-08,Mumbai,Bengaluru,22.4,468.4,Bike,Apparel,Clear,2367.87,3,2.0,On-Time
SC10688,2025-05-02,Delhi,Mumbai,620.7,153.1,Heavy Truck,Apparel,Clear,5614.76,1,5.0,Delayed
SC10689,2025-12-14,Chennai,Chennai,111.9,929.36,Mini Truck,Electronics,Rain,1396.13,2,4.0,Delayed
SC10690,2025-06-13,Chennai,Mumbai,376.8,151.01,Bike,Furniture,Rain,756.93,4,4.0,On-Time
SC10691,2025-03-31,Mumbai,Delhi,486.7,463.35,Van,Electronics,Clear,2158.95,4,4.0,On-Time
SC10692,2025-05-16,Mumbai,Delhi,345.5,346.23,Heavy Truck,Groceries,Clear,4513.64,2,3.0,Delayed
SC10693,2025-07-05,Hyderabad,Mumbai,,,Mini Truck,Electronics,,,2,3.0,Delayed
SC10694,2025-11-12,Mumbai,Delhi,627.9,123.02,Van,Groceries,Rain,2582.4,3,6.0,Delayed
SC10695,2025-06-27,Hyderabad,Bengaluru,13.4,409.09,Mini Truck,Apparel,Clear,5793.8,5,1.0,On-Time
SC10696,2025-01-28,Chennai,Mumbai,610.7,261.33,Bike,Electronics,Clear,4449.73,3,6.0,Delayed
SC10697,2025-08-08,Bengaluru,Bengaluru,715.2,843.42,Bike,Electronics,Fog,511.89,5,8.0,Delayed
SC10698,2025-12-23,Delhi,Bengaluru,349.1,39.04,Heavy Truck,Pharma,Clear,4506.09,4,3.0,On-Time
SC10699,2025-02-10,Chennai,Hyderabad,430.8,868.08,Mini Truck,Apparel,Clear,290.63,5,5.0,On-Time
SC10700,2025-08-16,Mumbai,Mumbai,384.2,791.43,Mini Truck,Pharma,Rain,3954.39,3,4.0,Delayed
SC10701,2025-07-11,Delhi,Delhi,314.4,283.04,Mini Truck,Groceries,Rain,1381.32,2,4.0,Delayed
SC10702,2025-05-25,Bengaluru,Bengaluru,710.5,749.93,Bike,Groceries,Rain,4224.19,5,7.0,Delayed
SC10703,2025-07-20,Bengaluru,Hyderabad,715.7,30.14,Heavy Truck,Apparel,Clear,1962.21,3,5.0,Delayed
SC10704,2025-07-31,Hyderabad,Mumbai,272.0,918.54,Mini Truck,Groceries,Clear,5257.09,4,2.0,On-Time
SC10705,2025-08-08,Delhi,Mumbai,494.0,500.5,Mini Truck,Apparel,Rain,2120.95,6,5.0,On-Time
SC10706,2025-08-28,Hyderabad,Chennai,741.9,288.47,Van,Groceries,Clear,3775.22,5,5.0,On-Time
SC10707,2025-02-15,Chennai,Chennai,769.8,344.77,Mini Truck,Furniture,Rain,1822.68,4,6.0,Delayed
SC10708,2025-02-04,Delhi,Bengaluru,409.6,63.55,Heavy Truck,Electronics,Fog,5515.75,4,5.0,Delayed
SC10709,2025-09-10,Chennai,Chennai,365.0,939.89,Van,Furniture,Fog,4718.83,1,6.0,Delayed
SC10710,2025-03-23,Hyderabad,Bengaluru,226.6,37.81,Van,Apparel,Clear,1573.32,6,1.0,On-Time
SC10711,2025-09-13,Delhi,Delhi,767.3,622.33,Van,Apparel,Clear,5700.46,5,7.0,Delayed
SC10712,2025-07-16,Hyderabad,Bengaluru,118.5,420.88,Bike,Furniture,Clear,2239.37,3,3.0,On-Time
SC10713,2025-10-30,Delhi,Chennai,466.0,901.5,Van,Electronics,Rain,3963.41,5,4.0,On-Time
SC10714,2025-01-10,Hyderabad,Delhi,229.6,234.08,Mini Truck,Electronics,Clear,4495.69,5,3.0,On-Time
SC10715,2025-11-08,Bengaluru,Chennai,226.8,505.72,Bike,Pharma,Clear,283.98,6,3.0,On-Time
SC10716,2025-10-13,Hyderabad,Bengaluru,327.0,458.5,Bike,Groceries,Clear,5759.96,7,4.0,On-Time
SC10717,2025-08-30,Bengaluru,Hyderabad,799.0,667.87,Bike,Pharma,Clear,2164.98,4,6.0,Delayed
SC10718,2025-09-08,Hyderabad,Mumbai,,,Bike,Electronics,,,4,2.0,On-Time
SC10719,2025-12-31,Delhi,Chennai,464.9,184.5,Bike,Furniture,Clear,5126.64,4,4.0,On-Time
SC10720,2025-01-05,Delhi,Bengaluru,70.6,204.23,Bike,Groceries,Rain,4261.96,4,2.0,On-Time
