Shipment_ID,Order_Date,Origin_City,Destination_City,Distance_KM,Weight_KG,Vehicle_Type,Product_Category,Weather,Fuel_Cost_INR,Promised_Days,Actual_Days,Delivery_Status,Distance_KM_Normalized,Weight_KG_Normalized,Fuel_Cost_INR_Normalized
SC10412,2025-02-22,Delhi,Delhi,450.0,338.91,Van,Electronics,Fog,3032.65,7,5.0,On-Time,0.3821634161010397,0.3565343904187577,0.3401075717504048
SC10413,2025-03-01,Mumbai,Hyderabad,687.1,710.4,Mini Truck,Furniture,Fog,2380.82,5,6.0,Delayed,0.58587507517828,0.7481866486737233,0.2631642006691806
SC10414,2025-04-18,Mumbai,Bengaluru,535.2,523.38,Mini Truck,Furniture,Clear,1233.82,2,4.0,Delayed,0.45536558123550147,0.5510163201619366,0.12776993125819286
SC10415,2025-01-05,Mumbai,Delhi,351.1,776.05,Heavy Truck,Electronics,Clear,2228.6,7,4.0,On-Time,0.2971904802818112,0.8173997385400413,0.24519583476705278
SC10416,2025-04-13,Bengaluru,Hyderabad,762.7,911.63,Bike,Electronics,Clear,2124.71,7,7.0,On-Time,0.6508291090299855,0.9603382111078312,0.2329324427451631
SC10417,2025-07-15,Delhi,Hyderabad,576.8,753.13,Bike,Groceries,Rain,3070.7,2,6.0,Delayed,0.4911074834607785,0.7932357778433772,0.3445990730155208
SC10418,2025-09-19,Mumbai,Hyderabad,744.5,573.81,Heavy Truck,Furniture,Clear,4096.88,1,5.0,Delayed,0.6351920268064267,0.6041833593387593,0.46573149793632934
SC10419,2025-12-31,Delhi,Hyderabad,424.4,468.93,Van,Groceries,Clear,5814.18,1,4.0,Delayed,0.360168399347023,0.4936110993969553,0.6684451673866251
SC10420,2025-12-16,Hyderabad,Mumbai,210.8,38.55,Bike,Electronics,Clear,993.36,7,3.0,On-Time,0.17664747830569638,0.039872643697549864,0.0993855319359905
SC10421,2025-02-16,Hyderabad,Hyderabad,47.0,935.11,Van,Pharma,Clear,5257.15,5,2.0,On-Time,0.03591373829366784,0.9850925652595623,0.6026921857911564
SC10422,2025-12-21,Mumbai,Mumbai,582.2,364.62,Heavy Truck,Pharma,Storm,1812.44,4,6.0,Delayed,0.495747057307329,0.3836397756504871,0.19607144142958408
SC10423,2025-11-07,Delhi,Mumbai,101.4,145.04,Van,Electronics,Rain,3609.53,5,3.0,On-Time,0.08265314889595328,0.15214228482267111,0.4082036886970574
SC10424,2025-11-04,Delhi,Hyderabad,245.7,633.54,Heavy Truck,Furniture,Clear,3348.41,2,3.0,Delayed,0.20663287223988316,0.6671551469657994,0.3773805399362927
SC10425,2025-05-24,Delhi,Bengaluru,428.3,270.43,Heavy Truck,Pharma,Clear,3408.15,2,3.0,Delayed,0.36351920268064275,0.28433770505629824,0.38443237398564967
SC10426,2025-09-26,Bengaluru,Hyderabad,453.7,556.7,Van,Furniture,Clear,4381.65,6,5.0,On-Time,0.38534238336626864,0.5861447307384137,0.49934634196437366
SC10427,2025-05-04,Hyderabad,Hyderabad,482.5,557.64,Van,Pharma,Clear,2382.88,4,4.0,On-Time,0.4100867772145374,0.5871357483237044,0.26340736736053777
SC10428,2025-04-16,Delhi,Hyderabad,137.2,423.72,Bike,Furniture,Rain,2016.73,7,3.0,On-Time,0.11341180513789846,0.44594737064057693,0.22018625860305457
SC10429,2025-06-07,Delhi,Bengaluru,306.9,794.39,Heavy Truck,Pharma,Clear,5139.08,2,4.0,Delayed,0.2592147091674543,0.8367351241934805,0.5887549570297307
SC10430,2025-05-27,Bengaluru,Chennai,495.7,252.09,Mini Truck,Furniture,Clear,1437.56,6,4.0,On-Time,0.42142795772832725,0.26500231940285923,0.15181982528591267
SC10431,2025-05-25,Bengaluru,Chennai,776.0,426.48,Mini Truck,Groceries,Fog,1204.44,1,7.0,Delayed,0.6622562075779707,0.44885716695483496,0.12430185485427411
SC10432,2025-04-30,Delhi,Mumbai,583.5,511.04,Heavy Truck,Furniture,Fog,241.3,2,4.0,Delayed,0.49686399175186885,0.538006578669928,0.010610802857326667
SC10433,2025-11-15,Chennai,Mumbai,738.5,630.61,Heavy Truck,Groceries,Clear,1381.88,3,5.0,Delayed,0.6300369447547041,0.6640661240669676,0.14524724209427903
SC10434,2025-10-02,Delhi,Bengaluru,611.0,744.88,Heavy Truck,Groceries,Clear,3183.41,4,5.0,Delayed,0.5204914511555976,0.7845380171214102,0.35790359621108525
SC10435,2025-04-02,Delhi,Delhi,475.4,375.37,Van,Electronics,Clear,3300.28,6,4.0,On-Time,0.4039865967866656,0.39497322143971664,0.3716991744726913
SC10436,2025-02-27,Bengaluru,Chennai,157.7,613.92,Mini Truck,Groceries,Rain,1638.36,4,4.0,On-Time,0.13102500214795085,0.6464702905579218,0.17552267558907425
SC10437,2025-12-12,Bengaluru,Mumbai,535.0,143.51,Mini Truck,Apparel,Storm,572.8,4,7.0,Delayed,0.4551937451671107,0.15052924556150635,0.049741753432516224
SC10438,2025-08-17,Delhi,Chennai,500.6,886.05,Mini Truck,Groceries,Clear,4506.15,3,5.0,Delayed,0.42563794140390077,0.9333698814995994,0.5140425813206666
SC10439,2025-04-27,Delhi,Bengaluru,484.0,364.21,Heavy Truck,Furniture,Clear,4584.16,5,4.0,On-Time,0.4113755477274681,0.383207523299456,0.5232510442297784
SC10440,2025-11-14,Delhi,Bengaluru,394.4,693.18,Van,Groceries,Fog,5987.34,1,5.0,Delayed,0.3343929890884097,0.7300320499304179,0.6888853345106064
SC10441,2025-10-06,Bengaluru,Delhi,425.3,19.81,Heavy Truck,Furniture,Rain,5415.17,4,5.0,Delayed,0.3609416616547814,0.0201155484333488,0.6213451957757461
SC10442,2025-05-07,Delhi,Delhi,398.2,457.015,Bike,Furniture,Clear,3093.86,2,5.0,Delayed,0.33765787438783407,0.4810494243663813,0.3473329276620408
SC10443,2025-05-09,Delhi,Bengaluru,417.9,462.98,Bike,Apparel,Clear,4819.49,1,4.0,Delayed,0.35458372712432346,0.4873381689368701,0.5510298876652515
SC10444,2025-02-27,Mumbai,Mumbai,162.1,834.4,Mini Truck,Groceries,Clear,3750.69,2,3.0,Delayed,0.13480539565254748,0.8789166280099524,0.4248665091591804
SC10445,2025-05-02,Chennai,Chennai,645.1,501.13,Heavy Truck,Groceries,Clear,901.99,1,6.0,Delayed,0.5497895008162214,0.5275587230632987,0.0886000267955529
SC10446,2025-01-01,Hyderabad,Hyderabad,152.7,883.41,Bike,Pharma,Clear,3790.53,7,2.0,On-Time,0.12672910043818197,0.93058659806857,0.42956930575319413
SC10447,2025-08-27,Chennai,Delhi,398.2,457.015,Bike,Pharma,Clear,3093.86,1,2.0,Delayed,0.33765787438783407,0.4810494243663813,0.3473329276620408
SC10448,2025-10-17,Mumbai,Hyderabad,351.8,466.18,Heavy Truck,Electronics,Clear,5329.0,6,3.0,On-Time,0.2977919065211789,0.49071184582296634,0.6111735094678604
SC10449,2025-04-06,Hyderabad,Mumbai,528.4,114.2,Van,Furniture,Clear,2968.65,2,4.0,Delayed,0.4495231549102157,0.11962847383291866,0.33255287842668796
SC10450,2025-05-06,Delhi,Delhi,353.0,762.62,Heavy Truck,Apparel,Fog,4230.22,2,5.0,Delayed,0.2988229229315234,0.8032408383587063,0.48147122930796066
SC10451,2025-04-28,Mumbai,Hyderabad,225.0,234.99,Heavy Truck,Pharma,Clear,455.63,7,2.0,On-Time,0.18884783916144002,0.24697423354278247,0.03591076254595526
SC10452,2025-02-17,Delhi,Mumbai,448.7,854.68,Van,Groceries,Rain,3275.35,1,6.0,Delayed,0.3810464816564998,0.9002973052755873,0.3687563853389372
SC10453,2025-03-30,Bengaluru,Chennai,280.9,865.33,Mini Truck,Electronics,Clear,1912.39,4,4.0,On-Time,0.23687602027665608,0.9115253236621265,0.20786974764373248
SC10454,2025-08-25,Mumbai,Mumbai,746.6,896.17,Mini Truck,Apparel,Rain,1817.06,2,7.0,Delayed,0.6369963055245297,0.9440391346518788,0.19661679585388986
SC10455,2025-09-29,Bengaluru,Delhi,738.5,494.46,Mini Truck,Groceries,Clear,2429.49,7,5.0,On-Time,0.6300369447547041,0.5205267153038419,0.26890930885770087
SC10456,2025-07-08,Mumbai,Bengaluru,404.4,643.4,Van,Groceries,Rain,153.74,3,4.0,Delayed,0.3429847925079475,0.6775502888710835,0.00027503805381656754
SC10457,2025-07-11,Mumbai,Chennai,265.7,739.7,Bike,Furniture,Clear,2879.97,3,3.0,On-Time,0.22381647907895869,0.779076877662042,0.32208490649001276
SC10458,2025-03-10,Bengaluru,Hyderabad,591.0,124.9,Van,Furniture,Clear,2996.42,1,5.0,Delayed,0.5033078443165221,0.13090920592080293,0.33583090707668195
SC10459,2025-10-05,Hyderabad,Delhi,34.2,571.11,Heavy Truck,Pharma,Rain,5199.32,5,3.0,On-Time,0.024916229916659514,0.6013368194661157,0.5958658121206791
SC10460,2025-12-15,Chennai,Bengaluru,382.4,33.07,Van,Pharma,Clear,2773.87,1,3.0,Delayed,0.3240828249849644,0.03409522203011007,0.30956064146428847
SC10461,2025-09-04,Delhi,Mumbai,272.4,472.94,Bike,Groceries,Clear,2276.8,7,3.0,On-Time,0.22957298737004897,0.49783873824484465,0.2508854631764771
SC10462,2025-03-17,Mumbai,Bengaluru,736.8,147.52,Bike,Groceries,Fog,5969.27,1,6.0,Delayed,0.6285763381733827,0.1547568844093957,0.6867523140674883
SC10463,2025-06-03,Delhi,Delhi,14.5,174.19,Heavy Truck,Pharma,Fog,3491.6,4,2.0,On-Time,0.007990377180170118,0.182874372706954,0.3942829858272773
SC10464,2025-05-24,Bengaluru,Delhi,444.5,347.11,Mini Truck,Pharma,Clear,2914.79,4,4.0,On-Time,0.37743792422029393,0.36517943743937925,0.3261951318264475
SC10465,2025-03-27,Delhi,Bengaluru,593.8,411.1,Bike,Groceries,Clear,3051.22,6,5.0,On-Time,0.5057135492739926,0.43264243242103495,0.34229961323511443
SC10466,2025-07-04,Bengaluru,Mumbai,390.6,592.2,Bike,Apparel,Clear,4883.71,7,4.0,On-Time,0.3311281037889854,0.6235714586935438,0.5586105502472687
SC10467,2025-10-12,Delhi,Bengaluru,72.9,71.17,Bike,Groceries,Clear,2142.96,5,2.0,On-Time,0.05816650915027066,0.07426306245519336,0.2350867107632542
SC10468,2025-08-08,Chennai,Delhi,778.1,478.76,Heavy Truck,Apparel,Storm,2426.59,7,8.0,Delayed,0.6640604862960736,0.5039746130814322,0.26856698681647
SC10469,2025-03-10,Chennai,Delhi,416.8,173.9,Bike,Apparel,Clear,4571.86,7,4.0,On-Time,0.3536386287481743,0.18256863323915154,0.5217991266066265
SC10470,2025-02-16,Chennai,Hyderabad,493.3,545.49,Mini Truck,Groceries,Clear,576.95,5,5.0,On-Time,0.4193659249076382,0.5743263188968077,0.050231628077726
SC10471,2025-04-04,Chennai,Hyderabad,193.1,605.72,Heavy Truck,Electronics,Storm,5211.24,7,5.0,On-Time,0.16143998625311454,0.6378252435373003,0.5972728737522214
SC10472,2025-08-26,Chennai,Chennai,389.4,529.1,Mini Truck,Pharma,Clear,2666.69,5,4.0,On-Time,0.33009708737864085,0.5570467675958336,0.2969088909887264
SC10473,2025-07-23,Chennai,Delhi,346.2,701.51,Bike,Furniture,Rain,3550.56,5,6.0,Delayed,0.2929804966062377,0.7388141525745373,0.40124274705175145
SC10474,2025-08-06,Bengaluru,Hyderabad,64.5,319.16,Bike,Groceries,Clear,4581.24,5,2.0,On-Time,0.050949394277858925,0.3357124783873825,0.5229063613468837
SC10475,2025-12-07,Mumbai,Bengaluru,89.4,726.97,Mini Truck,Apparel,Clear,1706.4,7,2.0,On-Time,0.07234298479250796,0.7656559692995405,0.18355425892885074
SC10476,2025-02-08,Delhi,Mumbai,670.8,411.41,Heavy Truck,Groceries,Clear,5358.34,7,4.0,On-Time,0.5718704356044334,0.43296925736937547,0.6146368641884519
SC10477,2025-04-10,Chennai,Bengaluru,195.7,460.23,Heavy Truck,Pharma,Clear,5878.47,1,2.0,Delayed,0.16367385514219435,0.48443891536288114,0.676034092914465
SC10478,2025-10-16,Bengaluru,Mumbai,160.0,615.87,Mini Truck,Apparel,Clear,3041.51,7,3.0,On-Time,0.13300111693444455,0.6485261249103869,0.34115342460740683
SC10479,2025-09-11,Bengaluru,Hyderabad,406.4,17.93,Bike,Furniture,Clear,5631.08,1,4.0,Delayed,0.344703153191855,0.01813351326276726,0.6468316619558039
SC10480,2025-08-10,Bengaluru,Chennai,616.2,621.47,Van,Furniture,Clear,156.6,6,4.0,On-Time,0.5249591889337573,0.6544300594610553,0.0006126384117201636
SC10481,2025-12-23,Mumbai,Bengaluru,54.2,587.85,Mini Truck,Furniture,Clear,5381.29,3,2.0,On-Time,0.04209983675573503,0.6189853666765067,0.6173459299975035
SC10482,2025-01-23,Delhi,Bengaluru,463.6,294.7,Mini Truck,Electronics,Clear,1969.62,3,5.0,Delayed,0.39384826875161105,0.30992493568928436,0.21462529606429986
SC10483,2025-09-07,Mumbai,Bengaluru,99.8,81.96,Mini Truck,Apparel,Clear,1972.25,6,2.0,On-Time,0.08127846034882723,0.08563867920549909,0.21493574674307137
SC10484,2025-01-10,Hyderabad,Mumbai,34.0,86.84,Bike,Apparel,Clear,1484.32,6,2.0,On-Time,0.024744393848268754,0.09078353645679586,0.1573394730955533
SC10485,2025-09-03,Bengaluru,Hyderabad,46.9,877.1,Heavy Truck,Electronics,Rain,2004.53,2,3.0,Delayed,0.03582782025947247,0.9239341289587991,0.21874614518822105
SC10486,2025-11-21,Hyderabad,Bengaluru,668.2,654.97,Bike,Apparel,Clear,1398.88,1,5.0,Delayed,0.5696365667153537,0.6897482393623752,0.14725395750839132
SC10487,2025-04-10,Chennai,Bengaluru,98.8,121.18,Mini Truck,Electronics,Clear,5449.33,5,2.0,On-Time,0.08041928000687346,0.12698730654071608,0.6253775133372799
SC10488,2025-10-17,Chennai,Chennai,40.9,339.21,Bike,Groceries,Rain,5409.29,2,3.0,Delayed,0.030672738207749812,0.3568506726268292,0.6206511083266295
SC10489,2025-06-29,Mumbai,Chennai,353.1,563.06,Bike,Pharma,Clear,747.94,4,3.0,On-Time,0.2989088409657188,0.5928499135495299,0.07041564388120009
SC10490,2025-08-11,Delhi,Hyderabad,676.0,793.88,Mini Truck,Furniture,Rain,985.72,1,8.0,Delayed,0.5763381733825931,0.8361974444397589,0.09848369042047181
SC10491,2025-09-07,Hyderabad,Hyderabad,213.6,41.96,Bike,Electronics,Rain,5192.81,7,2.0,On-Time,0.17905318326316697,0.043467718129296166,0.5950973581591574
SC10492,2025-05-27,Delhi,Delhi,340.3,225.18,Van,Electronics,Clear,2483.79,6,3.0,On-Time,0.28791133258871043,0.2366318053388437,0.2753189939745419
SC10493,2025-04-06,Mumbai,Chennai,36.7,845.32,Bike,Electronics,Clear,1140.24,3,2.0,On-Time,0.02706418077154395,0.8904293003837559,0.11672355311392063
SC10494,2025-09-14,Chennai,Delhi,362.0,9.2,Bike,Groceries,Storm,3137.42,1,5.0,Delayed,0.3065555460091074,0.008929701007885968,0.3524748408054956
SC10495,2025-11-21,Delhi,Mumbai,464.2,191.73,Heavy Truck,Electronics,Clear,2587.51,6,3.0,On-Time,0.3943637769567833,0.20136633913886898,0.2875623188422905
SC10496,2025-01-04,Delhi,Delhi,458.9,911.09,Heavy Truck,Pharma,Rain,1432.1,1,6.0,Delayed,0.38981012114442826,0.9597689031333025,0.15117531551173308
SC10497,2025-01-16,Chennai,Bengaluru,269.3,582.93,Mini Truck,Pharma,Clear,4366.4,7,4.0,On-Time,0.2269095283099923,0.6137983384641337,0.49754620019583184
SC10498,2025-10-07,Hyderabad,Delhi,255.8,248.96,Mini Truck,Furniture,Clear,3843.04,1,3.0,Delayed,0.21531059369361633,0.2617024416986463,0.43576769554113737
SC10499,2025-12-02,Chennai,Hyderabad,89.8,64.11,Heavy Truck,Groceries,Clear,733.02,7,1.0,On-Time,0.07268665692928947,0.06681988782524353,0.06865445600010861
SC10500,2025-09-04,Delhi,Mumbai,296.6,27.27,Van,Pharma,Clear,5563.51,1,3.0,Delayed,0.2503651516453304,0.027980432674060644,0.6388555583951235
SC10501,2025-09-15,Hyderabad,Bengaluru,84.1,232.89,Bike,Apparel,Clear,3417.05,4,2.0,On-Time,0.06778932898015294,0.2447602580862818,0.38548294852597903
SC10502,2025-06-09,Hyderabad,Delhi,614.4,837.47,Van,Apparel,Rain,1613.7,3,7.0,Delayed,0.5234126643182404,0.882153249272551,0.17261175781777963
SC10503,2025-12-06,Chennai,Mumbai,773.2,395.41,Van,Apparel,Fog,1356.81,1,7.0,Delayed,0.6598505026205002,0.4161008729388943,0.14228792706887933
SC10504,2025-06-01,Delhi,Mumbai,776.2,684.46,Heavy Truck,Electronics,Rain,945.3,6,7.0,Delayed,0.6624280436463614,0.7208387804158058,0.0937124294182119
SC10505,2025-06-27,Mumbai,Bengaluru,692.7,872.41,Mini Truck,Electronics,Clear,2634.13,4,6.0,Delayed,0.5906864850932212,0.9189895837726143,0.2930654407602855
SC10506,2025-06-12,Delhi,Delhi,482.6,387.93,Bike,Apparel,Fog,942.91,2,6.0,Delayed,0.41017269524873284,0.40821490321764436,0.09343030883940434
SC10507,2025-02-02,Bengaluru,Mumbai,562.2,182.12,Mini Truck,Furniture,Rain,2582.53,1,5.0,Delayed,0.47856345046825344,0.19123476574031123,0.2869744692680388
SC10508,2025-06-28,Mumbai,Mumbai,231.7,491.5,Van,Furniture,Fog,1020.31,7,4.0,On-Time,0.1946043474525303,0.5174060641842029,0.10256676607777437
SC10509,2025-04-11,Hyderabad,Chennai,506.5,862.73,Van,Electronics,Clear,3992.32,4,5.0,Delayed,0.43070710542142804,0.9087842111921732,0.45338901771870693
SC10510,2025-09-25,Mumbai,Mumbai,367.2,764.25,Mini Truck,Apparel,Rain,4743.67,5,5.0,On-Time,0.311023283787267,0.8049593050225615,0.5420799369183108
SC10511,2025-11-19,Hyderabad,Chennai,388.2,63.01,Mini Truck,Furniture,Clear,3364.71,2,4.0,Delayed,0.3290660709682963,0.06566018639564795,0.37930462589217684
SC10512,2025-03-06,Hyderabad,Delhi,607.4,658.1,Heavy Truck,Electronics,Clear,4128.33,3,5.0,Delayed,0.517398401924564,0.6930481170665881,0.469443921452437
SC10513,2025-06-17,Mumbai,Delhi,229.1,543.52,Mini Truck,Apparel,Storm,5639.52,1,4.0,Delayed,0.1923704785634505,0.5722493990638048,0.6478279371378691
SC10514,2025-11-26,Hyderabad,Delhi,257.8,862.14,Mini Truck,Groceries,Clear,3884.47,1,4.0,Delayed,0.21702895437752387,0.9081621895162991,0.4406581790474122
SC10515,2025-02-12,Hyderabad,Hyderabad,740.1,116.8,Heavy Truck,Apparel,Clear,2280.33,4,5.0,Delayed,0.6314116333018301,0.12236958630287184,0.25130215173011333
SC10516,2025-02-13,Bengaluru,Delhi,49.7,507.57,Mini Truck,Apparel,Fog,2779.46,3,2.0,On-Time,0.03823352521694305,0.5343482477965673,0.31022049670928187
SC10517,2025-10-12,Delhi,Mumbai,391.1,835.55,Van,Pharma,Clear,5184.07,5,5.0,On-Time,0.33155769395996226,0.8801290431408932,0.5940656703521372
SC10518,2025-01-12,Delhi,Bengaluru,730.7,389.82,Mini Truck,Pharma,Fog,914.71,2,7.0,Delayed,0.6233353380874647,0.4102074811284949,0.09010152209364161
SC10519,2025-04-05,Bengaluru,Chennai,490.2,458.15,Bike,Groceries,Rain,2055.56,6,4.0,On-Time,0.41670246584758147,0.4822460253869186,0.2247698326930534
SC10520,2025-10-29,Mumbai,Hyderabad,439.4,67.4,Van,Groceries,Clear,3527.09,3,4.0,Delayed,0.37305610447632964,0.07028844937376123,0.39847229935944467
SC10521,2025-09-10,Chennai,Delhi,203.5,264.6,Heavy Truck,Apparel,Clear,4106.88,1,2.0,Delayed,0.17037546180943383,0.2781912874794417,0.4669119187681601
SC10522,2025-08-30,Chennai,Delhi,277.9,308.62,Van,Furniture,Rain,4616.47,4,4.0,On-Time,0.23429847925079475,0.324600430143803,0.5270649839374236
SC10523,2025-02-04,Chennai,Bengaluru,682.4,897.89,Heavy Truck,Groceries,Clear,2011.51,5,6.0,Delayed,0.5818369275710972,0.9458524859781555,0.21957007892883892
SC10524,2025-08-03,Bengaluru,Bengaluru,449.6,268.89,Bike,Apparel,Fog,1003.28,4,5.0,Delayed,0.3818197439642582,0.28271412305486443,0.10055650940116662
SC10525,2025-12-03,Bengaluru,Hyderabad,414.2,438.09,Bike,Electronics,Fog,5735.81,2,4.0,Delayed,0.3514047598590945,0.4610972884072028,0.6591942093275674
SC10526,2025-03-31,Hyderabad,Chennai,84.2,637.9,Van,Pharma,Clear,596.89,7,1.0,On-Time,0.06787524701434833,0.6717517817231056,0.052585387216396516
SC10527,2025-09-21,Chennai,Delhi,17.7,154.49,Mini Truck,Furniture,Clear,710.46,7,1.0,On-Time,0.010739754274422203,0.16210517437692407,0.06599142660349841
SC10528,2025-04-03,Mumbai,Hyderabad,771.1,462.38,Van,Apparel,Fog,3045.41,3,7.0,Delayed,0.6580462239023972,0.48670560452072703,0.3416137887318208
SC10529,2025-03-31,Mumbai,Mumbai,304.7,701.74,Van,Electronics,Clear,4942.74,4,4.0,On-Time,0.25732451241515597,0.7390566356007254,0.5655785744175656
SC10530,2025-04-25,Chennai,Mumbai,484.6,823.58,Bike,Pharma,Clear,4680.85,6,5.0,On-Time,0.41189105593264036,0.8675093830388396,0.53466453325275
SC10531,2025-04-15,Chennai,Hyderabad,68.4,595.13,Heavy Truck,Electronics,Rain,5635.54,6,4.0,On-Time,0.05430019761147867,0.6266604815923755,0.6473581296468004
SC10532,2025-07-15,Chennai,Delhi,548.1,635.77,Van,Apparel,Fog,978.38,7,5.0,On-Time,0.46644900764670516,0.6695061780457977,0.09761726152990802
SC10533,2025-11-10,Bengaluru,Hyderabad,746.4,120.41,Mini Truck,Groceries,Rain,2348.0,7,6.0,On-Time,0.6368244694561389,0.12617551553999914,0.25929005949911205
SC10534,2025-04-24,Bengaluru,Delhi,462.7,898.51,Bike,Pharma,Clear,1800.53,4,4.0,On-Time,0.3930750064438526,0.9465061358748367,0.19466556021887363
SC10535,2025-03-16,Bengaluru,Bengaluru,398.2,457.015,Van,Electronics,Clear,3093.86,1,3.0,Delayed,0.33765787438783407,0.4810494243663813,0.3473329276620408
SC10536,2025-08-05,Delhi,Hyderabad,467.5,736.05,Van,Groceries,Rain,3006.87,4,6.0,Delayed,0.39719907208523075,0.7752287774638384,0.33706444684594505
SC10537,2025-10-04,Mumbai,Delhi,614.2,251.94,Mini Truck,Furniture,Fog,307.06,5,7.0,Delayed,0.5232408282498497,0.26484417829882345,0.018373250247445717
SC10538,2025-09-06,Mumbai,Hyderabad,328.1,886.95,Van,Apparel,Storm,4291.59,3,6.0,Delayed,0.2774293324168744,0.9343187281238141,0.488715471952906
SC10539,2025-06-13,Hyderabad,Hyderabad,704.5,684.1,Van,Apparel,Clear,2423.88,2,6.0,Delayed,0.6008248131282757,0.72045924176612,0.26824709277104386
SC10540,2025-12-23,Bengaluru,Delhi,520.7,716.25,Van,Pharma,Rain,3257.21,6,6.0,On-Time,0.4429074662771717,0.7543541517311181,0.36661510194999625
SC10541,2025-07-11,Delhi,Delhi,719.9,208.5,Van,Electronics,Storm,5378.66,4,7.0,Delayed,0.6140561903943639,0.21904651457006707,0.6170354793187319
SC10542,2025-08-15,Delhi,Chennai,500.7,421.17,Mini Truck,Furniture,Clear,1651.92,5,4.0,On-Time,0.42572385943809615,0.443258971871969,0.17712332623703678
SC10543,2025-06-26,Mumbai,Hyderabad,109.4,587.11,Van,Pharma,Clear,1555.55,7,2.0,On-Time,0.0895265916315835,0.6182052038965969,0.16574761068068375
SC10544,2025-04-09,Bengaluru,Mumbai,251.2,731.59,Van,Pharma,Fog,1689.68,6,4.0,On-Time,0.21135836412062894,0.7705267153038419,0.1815805952980297
SC10545,2025-02-05,Hyderabad,Hyderabad,165.4,99.21,Van,Electronics,Clear,2127.93,6,2.0,On-Time,0.13764069078099495,0.1038249061696116,0.23331253825301254
SC10546,2025-04-06,Bengaluru,Hyderabad,727.5,914.27,Bike,Furniture,Clear,778.02,2,6.0,Delayed,0.6205859609932125,0.9631214945388606,0.07396634974334701
SC10547,2025-06-01,Chennai,Delhi,609.5,845.76,Mini Truck,Electronics,Clear,4228.74,6,6.0,On-Time,0.519202680642667,0.8908931809555941,0.48129652702484965
SC10548,2025-05-31,Bengaluru,Hyderabad,542.7,257.2,Bike,Apparel,Clear,1363.28,5,5.0,On-Time,0.46180943380015477,0.2703896596803441,0.1430516593470738
SC10549,2025-07-09,Chennai,Hyderabad,244.3,781.71,Bike,Groceries,Clear,5567.95,6,3.0,On-Time,0.2054300197611479,0.8233669295323242,0.6393796652444563
SC10550,2025-08-12,Chennai,Mumbai,151.3,492.65,Mini Truck,Apparel,Clear,1411.76,6,3.0,On-Time,0.1255262479594467,0.5186184793151436,0.14877433953978933
SC10551,2025-02-06,Hyderabad,Delhi,606.4,438.99,Bike,Apparel,Storm,1645.51,4,8.0,Delayed,0.5165392215826102,0.4620461350314174,0.17636667648383325
SC10552,2025-09-25,Mumbai,Hyderabad,382.0,299.06,Bike,Pharma,Rain,1887.57,4,4.0,On-Time,0.3237391528481829,0.3145215704465905,0.20493994313912853
SC10553,2025-07-02,Bengaluru,Bengaluru,184.5,552.13,Bike,Apparel,Rain,4645.95,7,4.0,On-Time,0.15405103531231207,0.5813266984354575,0.5305448645496607
SC10554,2025-01-13,Chennai,Chennai,495.2,693.53,Mini Truck,Furniture,Clear,2651.5,3,6.0,Delayed,0.4209983675573504,0.7304010458398348,0.29511583174517547
SC10555,2025-10-06,Bengaluru,Mumbai,37.1,390.68,Van,Apparel,Rain,4943.11,1,3.0,Delayed,0.027407852908325463,0.4111141567916333,0.5656222499883433
SC10556,2025-08-05,Mumbai,Hyderabad,264.3,597.94,Heavy Truck,Furniture,Rain,4741.39,5,4.0,On-Time,0.22261362660022344,0.6296229916079789,0.5418108009686534
SC10557,2025-12-21,Mumbai,Bengaluru,377.5,664.5,Heavy Truck,Electronics,Rain,5587.52,1,4.0,Delayed,0.3198728413093909,0.6997954708387805,0.6416897488123492
SC10558,2025-12-27,Delhi,Hyderabad,398.2,457.015,Mini Truck,Pharma,Clear,3093.86,1,2.0,Delayed,0.33765787438783407,0.4810494243663813,0.3473329276620408
SC10559,2025-10-13,Mumbai,Hyderabad,787.8,49.84,Heavy Truck,Furniture,Clear,453.68,6,5.0,On-Time,0.6723945356130252,0.051775397461308145,0.03568058048374826
SC10560,2025-09-30,Hyderabad,Delhi,171.2,816.83,Mini Truck,Apparel,Rain,5048.1,7,4.0,On-Time,0.14262393676432683,0.8603930333572304,0.5780154883017345
SC10561,2025-03-03,Chennai,Delhi,108.6,435.61,Mini Truck,Pharma,Rain,5637.72,2,2.0,On-Time,0.08883924735802046,0.45848268882047827,0.6476154613881395
SC10562,2025-03-25,Delhi,Delhi,166.8,249.66,Heavy Truck,Pharma,Rain,5963.08,2,3.0,Delayed,0.13884354325973025,0.26244043351747987,0.6860216335725849
SC10563,2025-08-05,Hyderabad,Bengaluru,616.4,230.06,Bike,Furniture,Clear,882.82,6,5.0,On-Time,0.525131025002148,0.24177666259014044,0.08633716006093334
SC10564,2025-12-08,Bengaluru,Hyderabad,343.3,459.12,Van,Furniture,Clear,3737.65,7,3.0,On-Time,0.29048887361457176,0.48326867119301653,0.42332724039447306
SC10565,2025-07-06,Chennai,Chennai,454.5,842.55,Heavy Truck,Groceries,Rain,1316.83,5,5.0,On-Time,0.3860297276398317,0.8875089613292287,0.13756860458321996
SC10566,2025-01-19,Mumbai,Mumbai,21.7,359.74,Heavy Truck,Groceries,Clear,1685.68,1,2.0,Delayed,0.014176475642237306,0.37849491839919036,0.18110842696529741
